id,name,label,wiki_url,alma_mater,birth_date,birth_place,children,death_date,education,nationality,occupation,spouse
441,Inukai Tsuyoshi,Person,https://vi.wikipedia.org/wiki/Inukai_Tsuyoshi,Đại học Keio (bỏ học),"4 tháng 6; năm; 1855; Okayama; , Nhật Bản",,Inukai Takeru,"15 tháng 5; năm; 1932; (76 tuổi); Tokyo; ,; Đế quốc Nhật Bản",,,,
443,Isaac Herzog,Person,https://vi.wikipedia.org/wiki/Isaac_Herzog,Đại học Tel Aviv; Đại học Cornell; Đại học New York,"22 tháng 9, 1960; (65 tuổi); Tel Aviv; ,; Israel",,3,,,,,
444,Ishiba Yoshiko,Person,https://vi.wikipedia.org/wiki/Ishiba_Yoshiko,Đại học Keio,"Yoshiko Nakamura; (中村佳子); 26 tháng 8, 1956; (69 tuổi); Tokyo; , Nhật Bản",,2 con gái,,,,,
445,Hầu Khải,Person,https://vi.wikipedia.org/wiki/H%E1%BA%A7u_Kh%E1%BA%A3i,Đại học Tài chính Kinh tế Trung ương,"tháng 4, 1962 (63 tuổi); Thẩm Dương; ,; Liêu Ninh; ,; Trung Quốc",,,,Kiểm toán viên cấp cao,Trung Quốc,Chính trị gia,
446,Imran Khan,Person,https://vi.wikipedia.org/wiki/Imran_Khan,"Keble College, Oxford","Imran Ahmad Khan Niazi; 5 tháng 10, 1952; (73 tuổi); [; 1; ]; Lahore; ,; Punjab; ,; Pakistan",,3 [ 3 ],,,Pakistani,cricketer politician philanthropist author,
447,Itō Masayoshi,Person,https://vi.wikipedia.org/wiki/It%C5%8D_Masayoshi,Đại học Tokyo,"15 tháng 12; năm; 1913; Aizuwakamatsu, Fukushima; ,; Đế quốc Nhật Bản",,,"21 tháng 5; năm; 1994; (80 tuổi); Tokyo; ,; Nhật Bản",,,,
448,Indira Gandhi,Person,https://vi.wikipedia.org/wiki/Indira_Gandhi,"Đại học Visva-Bharati; (bỏ học); Somerville College, Oxford; (bỏ học)","Indira Priyadarshini Nehru; (; 1917-11-19; ); 19 tháng 11, 1917; Allahabad; ,; Liên hiệp Các tỉnh; ,; Ấn Độ thuộc Anh",,Rajiv Gandhi; Sanjay Gandhi,"31 tháng 10, 1984; (1984-10-31); (66 tuổi); New Delhi; ,; Ấn Độ",,,,
449,Ishibashi Tanzan,Person,https://vi.wikipedia.org/wiki/Ishibashi_Tanzan,Đại học Waseda,"25 tháng 9; năm; 1884; Tokyo; ,; Đế quốc Nhật Bản",,,"25 tháng 4; năm; 1973; (88 tuổi); Osaka; ,; Nhật Bản",,,,
450,Ivan Logginovich Goremykin,Person,https://vi.wikipedia.org/wiki/Ivan_Logginovich_Goremykin,Trường Luật học Đế quốc,"Ivan Logginovitch Goremykin; 8 tháng 11; năm; 1839; Veliky Novgorod; ,; Đế quốc Nga",,,"24 tháng 12; năm; 1917; (78 tuổi); Sochi; ,; CHXHCNXVLB Nga",,,Chính trị gia,
451,Ismail Haniyeh,Person,https://vi.wikipedia.org/wiki/Ismail_Haniyeh,Islamic University of Gaza ( BA ),"1962 or 1963; [; b; ]; Al-Shati refugee camp; ,; Egyptian-occupied Gaza Strip",,13 ( 3 deceased ) [ c ],"(; 2024-07-31; ); 31 tháng 7 năm 2024 (aged 61–62); Tehran; , Iran",,Palestinian,,
452,Izumi Kenta,Person,https://vi.wikipedia.org/wiki/Izumi_Kenta,Đại học Ritsumeikan,"29 tháng 7, 1974; (51 tuổi); Sapporo; ,; Hokkaidō; ,; Nhật Bản",,,,,,,
454,Iván Duque Márquez,Person,https://vi.wikipedia.org/wiki/Iv%C3%A1n_Duque_M%C3%A1rquez,Đại học Sergio Arboleda; Đại học Mỹ; Đại học Georgetown,"1 tháng 8, 1976; (49 tuổi); Bogotá; ,; Colombia",,,,,,,
457,Hồ Cẩm Đào,Person,https://vi.wikipedia.org/wiki/H%E1%BB%93_C%E1%BA%A9m_%C4%90%C3%A0o,Trung học Thái Châu tỉnh Giang Tô; Đại học Thanh Hoa,"21 tháng 12, 1942; (82 tuổi); Thái Châu; ,; Giang Tô; ,; Trung Hoa Dân Quốc",,,,,,,
458,J. William Fulbright,Person,https://vi.wikipedia.org/wiki/J._William_Fulbright,Đại học Arkansas; Cao đẳng Pembroke; (; Đại học Oxford; ); Đại học George Washington,"(; 1905-04-09; ); 9 tháng 4, 1905; Sumner; ,; Missouri",,,"9 tháng 2, 1995; (1995-02-09); (89 tuổi); Washington, D.C.",,Hoa Kỳ,,
459,Ishiba Shigeru,Person,https://vi.wikipedia.org/wiki/Ishiba_Shigeru,Đại học Keio (Cử nhân Luật),"4 tháng 2, 1957; (68 tuổi); Chiyoda, Tokyo; , Nhật Bản",,,,Keio Senior High School,,,
460,Jack Lew,Person,https://vi.wikipedia.org/wiki/Jack_Lew,Carleton College; Đại học Harvard; Trung tâm Luật Đại học Georgetown,"Jacob Joseph Lew; 29 tháng 8, 1955; (70 tuổi); New York City; ,; New York; ,; U.S.",,,,,,,
461,Jacques Chaban-Delmas,Person,https://vi.wikipedia.org/wiki/Jacques_Chaban-Delmas,Sciences Po,"Jacques Michel Pierre Delmas; (; 1915-03-07; ); 7 tháng 3 năm 1915; Paris; , Pháp",,,"10 tháng 11 năm 2000; (2000-11-10); (85 tuổi); Paris, Pháp",,,"Nhà báo, chuyên gia tài chính, chuẩn tướng",
462,Itō Hirobumi,Person,https://vi.wikipedia.org/wiki/It%C5%8D_Hirobumi,Shoka Sonjuku; Đại học London,"Hayashi Risuke; 16 tháng 10; năm; 1841; Tsukari; ,; Yamaguchi; ,; Nhật Bản",,"ba con trai, hai con gái","26 tháng 10; năm; 1909; (68 tuổi); Cáp Nhĩ Tân; ,; Hắc Long Giang; ,; Đại Thanh",,,,
463,Jacek Rostowski,Person,https://vi.wikipedia.org/wiki/Jacek_Rostowski,Đại học London; Trường Kinh tế London,"30 tháng 4, 1951; (74 tuổi); London; ,; Vương Quốc Anh",,,,,,,
464,Jacques Rogge,Person,https://vi.wikipedia.org/wiki/Jacques_Rogge,University of Ghent,( 1942-05-02 ) 2 tháng 5 năm 1942,,,"29 tháng 8 năm 2021; (2021-08-29); (79 tuổi); Deinze; ,; Bỉ",,,,
465,Jacinda Ardern,Person,https://vi.wikipedia.org/wiki/Jacinda_Ardern,Đại học Waikato,"26 tháng 7, 1980; (45 tuổi); Hamilton; ,; New Zealand",,,,,,,
466,JD Vance,Person,https://vi.wikipedia.org/wiki/JD_Vance,Đại học Bang Ohio ( BA ) Đại học Yale ( JD ),"James Donald Bowman; 2 tháng 8, 1984; (41 tuổi); Middletown, Ohio; , Hoa Kỳ",,3,,,,Chính trị gia tác giả nhà đầu tư mạo hiểm luật sư,
467,Jalal Talabani,Person,https://vi.wikipedia.org/wiki/Jalal_Talabani,Đại học Baghdad,"(; 1933-11-12; ); 12 tháng 11 năm 1933; Kelkan,; Vương quốc Iraq",,Qubad; Pavel talabani,"3 tháng 10, 2017; (2017-10-03); (83 tuổi); Berlin; ,; Đức",,,,
469,James Buchanan,Person,https://vi.wikipedia.org/wiki/James_Buchanan,Đại học Dickinson,"23 tháng 4; năm; 1791; Cove Gap, Pennsylvania; ,; Hoa Kỳ",,,"1 tháng 6; năm; 1868; (77 tuổi); Lancaster, Pennsylvania; ,; Hoa Kỳ",,,Luật sư Nhà ngoại giao Chính trị gia,
473,James K. Polk,Person,https://vi.wikipedia.org/wiki/James_K._Polk,"Đại học North Carolina, Chapel Hill","James Knox Polk; 2 tháng 11; năm; 1795; Pineville; ,; Bắc Carolina; ,; Hoa Kỳ",,,"15 tháng 6; năm; 1849; (53 tuổi); Nashville; ,; Tennessee; ,; Hoa Kỳ",,,,
474,Jacques Chirac,Person,https://vi.wikipedia.org/wiki/Jacques_Chirac,Học viện chính trị Paris; École nationale d'administration,"Jacques René Chirac; (; 1932-11-29; ); 29 tháng 11 năm 1932; Paris; ,; Đệ tam Cộng hoà Pháp",,Laurence; Claude; Anh Đào Traxel; (con nuôi),"26 tháng 9 năm 2019; (2019-09-26); (86 tuổi); Paris, Pháp",,,,
475,James Marape,Person,https://vi.wikipedia.org/wiki/James_Marape,Đại học Papua New Guinea,"24 tháng 4, 1971 (54 tuổi)",,,,,Papua New Guinea,,
477,James Callaghan,Person,https://vi.wikipedia.org/wiki/James_Callaghan,"Đại học Jesus, Oxford","Leonard James Callaghan; 27 tháng 3; năm; 1912; Portsmouth; ,; Hampshire; ,; Anh",,Margaret Jay,"26 tháng 3; năm; 2005; (92 tuổi); Ringmer; ,; Anh",,,,
480,J. B. Pritzker,Person,https://vi.wikipedia.org/wiki/J._B._Pritzker,Đại học Duke; (BA); Đại học Northwestern; (JD),"tháng 1, 1965 (60 tuổi); Atherton; ,; San Mateo; ,; California; ,; Hoa Kỳ",,"Donny Pritzker, Teddi Pritzker",,"Cử nhân Nghệ thuật, Tiến sĩ Luật",Hoa Kỳ,Doanh nhân; Nhà thiện nguyện; Luật gia; Chính trị gia,
487,Janez Drnovšek,Person,https://vi.wikipedia.org/wiki/Janez_Drnov%C5%A1ek,Đại học Ljubljana; Đại học Maribor,"(; 1950-05-17; ); 17 tháng 5 năm 1950; Celje; ,; Nam Tư; (nay là; Slovenia; )",,2,"23 tháng 2 năm 2008; (2008-02-23); (57 tuổi); Zaplana; ,; Slovenia",,,,
488,Hồ Chí Minh,Person,https://vi.wikipedia.org/wiki/H%E1%BB%93_Ch%C3%AD_Minh,Trường Đại học Lao động Cộng sản Phương Đông,"Nguyễn Sinh Cung; (; 1890-05-19; ); 19 tháng 5 năm 1890; Kim Liên; ,; Nam Đàn; ,; Nghệ An; ,; Trung Kỳ; ,; Liên bang Đông Dương",,,"2 tháng 9 năm 1969; (1969-09-02); (79 tuổi); Hà Nội; ,; Việt Nam Dân chủ Cộng hòa",,,,
489,Janet Reno,Person,https://vi.wikipedia.org/wiki/Janet_Reno,Đại học Cornell; Đại học Harvard,"(; 1938-07-21; ); 21 tháng 7, 1938; Miami; ,; Florida; ,; Hoa Kỳ",,,"7 tháng 11, 2016; (2016-11-07); (78 tuổi); Miami; ,; Florida; ,; Hoa Kỳ",,,,
490,Jan Eliasson,Person,https://vi.wikipedia.org/wiki/Jan_Eliasson,Học viện Hải quân Hoàng gia Thụy Điển; Đại học Gothenburg,"Jan Kenneth Eliasson; 17 tháng 9, 1940; (85 tuổi); Gothenburg; ,; Thụy Điển",,,,,,,
491,Janet Yellen,Person,https://vi.wikipedia.org/wiki/Janet_Yellen,Đại học Yale; (Tiến sĩ); Đại học Brown; (A.B.),"13 tháng 8, 1946; (79 tuổi); Brooklyn, New York",,,,,,,
493,Jan Peter Balkenende,Person,https://vi.wikipedia.org/wiki/Jan_Peter_Balkenende,Đại học VU Amsterdam,"Jan Pieter Balkenende, Jr.; 7 tháng 5; năm; 1956; (60 tuổi); Biezelinge; ,; Hà Lan",,Amelie,,,,,
496,Janez Janša,Person,https://vi.wikipedia.org/wiki/Janez_Jan%C5%A1a,Đại học Ljubljana,"17 tháng 9, 1958; (67 tuổi); Grosuplje; ,; CHXHCN Slovenia; ,; Nam Tư; (nay; Slovenia; )",,4,,,,,
497,Jawaharlal Nehru,Person,https://vi.wikipedia.org/wiki/Jawaharlal_Nehru,"Đại học Trinity, Cambridge","14 tháng 11; năm; 1889; Allahabad; ,; Các tỉnh Tây Bắc; ,; Ấn Độ thuộc Anh",,Indira Gandhi,"27 tháng 5; năm; 1964; (74 tuổi); New Delhi; ,; Delhi; ,; Ấn Độ",,,"Luật sư, Nhà văn, Chính trị gia",
498,Jean Jaurès,Person,https://vi.wikipedia.org/wiki/Jean_Jaur%C3%A8s,École Normale Supérieure,"(; 1859-09-03; ); 3 tháng 9 năm 1859; Castres; ,; Đế chế thứ hai",,"Madeleine Jaurès, Louis Paul Jaurès","31 tháng 7 năm 1914; (1914-07-31); (54 tuổi); Paris; ,; Đệ tam Cộng hòa Pháp",,Pháp,Chủ nhiệm báo L'Humanité,
499,Jay Carney,Person,https://vi.wikipedia.org/wiki/Jay_Carney,Yale University,"22 tháng 5, 1965; (60 tuổi); Washington, D.C.; ,; USA",,2,,,,,
500,Jean Chrétien,Person,https://vi.wikipedia.org/wiki/Jean_Chr%C3%A9tien,Đại học Laval,"Joseph Jacques Jean Chrétien; 11 tháng 1; năm; 1934; (91 tuổi); Shawinigan, Quebec; ,; Canada",,"3, bao gồm France Chrétien Desmarais",,,,Luật sư,
501,Jean Casimir-Perier,Person,https://vi.wikipedia.org/wiki/Jean_Casimir-Perier,Đại học Paris,"8 tháng 11; năm; 1847; Paris; ,; Vương quốc Pháp",,,"11 tháng 3; năm; 1907; (59 tuổi); Paris; ,; Đệ tam Cộng hoà Pháp",,,,
503,Jean Kennedy Smith,Person,https://vi.wikipedia.org/wiki/Jean_Kennedy_Smith,Manhattanville College,"(; 1928-02-20; ); 20 tháng 2, 1928; Brookline, Massachusetts; ,; Hoa Kỳ",,"Stephen Edward Smith, Jr.; William Kennedy Smith; Amanda Mary Smith; Kym Maria Smith","17 tháng 6, 2020; (2020-06-17); (92 tuổi); New York; ,; Hoa Kỳ",,Hoa Kỳ,,
504,Javier Milei,Person,https://vi.wikipedia.org/wiki/Javier_Milei,Đại học Belgrano ( Cử nhân Nghệ thuật ) Instituto de Desarrollo Económico y Social [ es ] ( Thạc sĩ Nghệ thuật ) Đại học Torcuato di Tella ( Thạc sĩ Nghệ thuật ),"22 tháng 10, 1970; (55 tuổi); Palermo, Buenos Aires; , Argentina",,,,,,Chính trị gia nhà kinh tế học tác giả,
505,Janet Mills,Person,https://vi.wikipedia.org/wiki/Janet_Mills,Đại học Massachusetts Boston; (BA); Đại học Maine; (JD),"tháng 12, 1947 (77 tuổi); Farmington; ,; Franklin; ,; Maine; ,; Hoa Kỳ",,,,"Cử nhân Nghệ thuật, Tiến sĩ Luật",Hoa Kỳ,"Luật gia, Chính trị gia",
506,Jay Inslee,Person,https://vi.wikipedia.org/wiki/Jay_Inslee,Đại học Washington; (BA); Đại học Willamette; (JD),"tháng 2, 1951 (74 tuổi); Seattle; ,; Washington; ,; Hoa Kỳ",,3,,"Cử nhân Kinh tế, Tiến sĩ Luật",Hoa Kỳ,"Luật gia, Chính trị gia",
509,Jean-Yves Le Drian,Person,https://vi.wikipedia.org/wiki/Jean-Yves_Le_Drian,Đại học Rennes 2,"30 tháng 6, 1947; (78 tuổi); Lorient; ,; Pháp",,,,,,,
511,Jehan Sadat,Person,https://vi.wikipedia.org/wiki/Jehan_Sadat,Cairo University,"(; 1933-08-29; ); 29 tháng 8 năm 1933; Cairo; ,; Kingdom of Egypt",,4,9 tháng 7 năm 2021 (2021-07-09) (87 tuổi),,,,
514,Jean de Lattre de Tassigny,Person,https://vi.wikipedia.org/wiki/Jean_de_Lattre_de_Tassigny,Lycée Sainte-Geneviève École Spéciale Militaire,"(; 1889-02-02; ); 2 tháng 2 năm 1889; Mouilleron-en-Pareds; ,; Đệ Tam Cộng hòa Pháp",,Bernard de Lattre de Tassigny,"11 tháng 1 năm 1952; (1952-01-11); (62 tuổi); Paris; ,; Đệ Tứ Cộng hòa Pháp",,Pháp,,
516,Jean-Marc Ayrault,Person,https://vi.wikipedia.org/wiki/Jean-Marc_Ayrault,Đại học Nantes,"25 tháng 1; năm; 1950; (67 tuổi); Maulévrier; ,; Pháp",,2 người con gái,,,,,
517,Jean-Claude Juncker,Person,https://vi.wikipedia.org/wiki/Jean-Claude_Juncker,Đại học Strasbourg,"9 tháng 12, 1954; (70 tuổi); Redange; ,; Luxembourg",,,,,,,
518,Jens Stoltenberg,Person,https://vi.wikipedia.org/wiki/Jens_Stoltenberg,Đại học Oslo,"16 tháng 3; năm; 1959; (65 tuổi); Oslo; ,; Na Uy",,2,,,,,
519,Jeremy Corbyn,Person,https://vi.wikipedia.org/wiki/Jeremy_Corbyn,Bách khoa North London,"Jeremy Bernard Corbyn; 26 tháng 5, 1949; (76 tuổi); Chippenham; ,; Vương quốc Liên hiệp Anh và Bắc Ireland",,"Seb Corbyn , Thomas Corbyn , Benjamin Corbyn",,"London Metropolitan University, Đại học North London, Trường Castle House, Trường Adams' Grammar",,,
523,Joachim Gauck,Person,https://vi.wikipedia.org/wiki/Joachim_Gauck,Đại học Rostock [ 1 ],"24 tháng 1, 1940; (85 tuổi); Rostock; ,; Đức",,Christian; Martin; Gesine; Katharina,,,,,
526,Jill Stein,Person,https://vi.wikipedia.org/wiki/Jill_Stein,"Đại học Harvard (A.B., M.D.)","Jill Ellen Stein; 14 tháng 5, 1950; (75 tuổi); Chicago; ,; Illinois; ,; Hoa Kỳ",,Ben; Noah,,,,,
527,Johan Wilhelm Rangell,Person,https://vi.wikipedia.org/wiki/Johan_Wilhelm_Rangell,Đại học Helsinki,"25 tháng 10 năm 1894; Hauho; ,; Phần Lan",,,"12 tháng 3, 1982; (1982-03-12); (87 tuổi); Helsinki; ,; Phần Lan",,,,
529,John Atta Mills,Person,https://vi.wikipedia.org/wiki/John_Atta_Mills,Đại học Ghana Trường Kinh tế London Đại học London,"(; 1944-07-21; ); 21 tháng 7, 1944; Tarkwa; ,; Gold Coast; (now; Ghana; )",,Sam Kofi [ 1 ],"24 tháng 7, 2012; (2012-07-24); (68 tuổi); Accra; ,; Ghana",,,,
533,John Boehner,Person,https://vi.wikipedia.org/wiki/John_Boehner,Đại học Xavier,"17 tháng 11, 1949; (75 tuổi); Reading; ,; Ohio; ,; Hoa Kỳ",,Lindsay Boehner; Tricia Boehner,,,,,
534,Jim Justice,Person,https://vi.wikipedia.org/wiki/Jim_Justice,"Đại học Marshall (BA, MBA)","tháng 4, 1951 (74 tuổi); Charleston, West Virginia; ,; Hoa Kỳ",,"Jay Justice, Jill Justice",,"Cử nhân Nghệ thuật , Thạc sĩ Quản trị kinh doanh",Hoa Kỳ,Chính trị gia,
536,John Bel Edwards,Person,https://vi.wikipedia.org/wiki/John_Bel_Edwards,Học viện Quân sự Hoa Kỳ; (BS); Đại học Bang Louisiana; (JD),"tháng 9, 1966 (59 tuổi); Đông Baton Rouge; ,; Louisiana; ,; Hoa Kỳ",,"Sarah Ellen Edwards, Samantha Bel Edwards, John Miller Edwards",,"Cử nhân Kỹ thuật, Tiến sĩ Luật",Hoa Kỳ,Luật gia; Chính trị gia,
537,John Dramani Mahama,Person,https://vi.wikipedia.org/wiki/John_Dramani_Mahama,Đại học Ghana,"29 tháng 11, 1958; (66 tuổi); Damongo; ,; Ghana",,,,,,,
538,John C. Calhoun,Person,https://vi.wikipedia.org/wiki/John_C._Calhoun,Đại học Yale; Tapping Reeve Law School,"John Caldwell Calhoun; (; 1782-03-18; ); 18 tháng 3, 1782; Abbeville; , Nam Carolina,; Hoa Kỳ",,10,"31 tháng 3, 1850; (1850-03-31); (68 tuổi); Washington, D.C.; , Hoa Kỳ",,,,
539,John Adams,Person,https://vi.wikipedia.org/wiki/John_Adams,Đại học Harvard,"19 tháng 10; năm; 1735; Quincy; ,; Massachusetts; ,; Bắc Mỹ thuộc Anh",,Abigail Adams Smith; John Quincy Adams; Susanna; Charles Adams; Thomas Boylston Adams,"4 tháng 7; năm; 1826; (90 tuổi); Quincy; ,; Massachusetts; ,; Hoa Kỳ",,,Luật sư,
542,John Diefenbaker,Person,https://vi.wikipedia.org/wiki/John_Diefenbaker,Đại học Saskatchewan,"John George Diefenbaker; (; 1895-09-18; ); 18 tháng 9, 1895; Neustadt, Ontario; , Canada",,không [ 1 ],"16 tháng 8, 1979; (1979-08-16); (83 tuổi); Ottawa; , Ontario, Canada",,,,
543,John Gorton,Person,https://vi.wikipedia.org/wiki/John_Gorton,"Đại học Brasenose, Oxford","John Grey Gorton; 9 tháng 9; năm; 1911; Wellington; ,; Đại Wellington; ,; New Zealand",,3,"19 tháng 5; năm; 2002; (90 tuổi); Sydney; ,; New South Wales; ,; Úc",Trường Ngữ pháp Giáo hội Anh Sydney; Trường Ngữ pháp Geelong,,Nông dân,
544,John Glenn,Person,https://vi.wikipedia.org/wiki/John_Glenn,Đại học Muskingum ( B.S. 1962),"(; 1921-07-18; ); 18 tháng 7, 1921; Cambridge; ,; Ohio; , Hoa Kỳ",,,"8 tháng 12, 2016; (2016-12-08); (95 tuổi); Columbus, Ohio; , Hoa Kỳ",,Mỹ,Test pilot,
545,John Henry Newman,Person,https://vi.wikipedia.org/wiki/John_Henry_Newman,"Trường Trinity , Viện Đại học Oxford","(; 1801-02-21; ); 21 tháng 2 năm 1801; London; , Anh",,,"11 tháng 8 năm 1890; (1890-08-11); (89 tuổi); Edgbaston; ,; Birmingham; , Anh",,,,
547,John Howard,Person,https://vi.wikipedia.org/wiki/John_Howard,Đại học Sydney,"John Winston Howard; 26 tháng 7, 1939; (86 tuổi); Earlwood, New South Wales; ,; Úc",,3,,,,Luật sư,
548,Jimmy Carter,Person,https://vi.wikipedia.org/wiki/Jimmy_Carter,Học viện Công nghệ Georgia; Học viện Hải quân Hoa Kỳ,"James Earl Carter Jr.; (; 1924-10-01; ); 1 tháng 10, 1924; Plains; ,; Georgia; ,; Hoa Kỳ",,"4, bao gồm Jack và Amy","29 tháng 12, 2024; (2024-12-29); (100 tuổi); Plains; ,; Georgia; ,; Hoa Kỳ",,,,
549,John F. Kennedy,Person,https://vi.wikipedia.org/wiki/John_F._Kennedy,Đại học Harvard,"(; 1917-05-29; ); 29 tháng 5, 1917; Brookline; ,; Massachusetts; ,; Hoa Kỳ",,"Arabella; Caroline Kennedy; John F. Kennedy, Jr.; Patrick Bouvier Kennedy","22 tháng 11, 1963; (1963-11-22); (46 tuổi); Dallas; ,; Texas; ,; Hoa Kỳ",,,Chính trị gia,
552,John Kasich,Person,https://vi.wikipedia.org/wiki/John_Kasich,Đại học Tiểu bang Ohio,"13 tháng 5, 1952; (73 tuổi); McKees Rocks; ,; Pennsylvania; ,; Hoa Kỳ",,,,,,,
553,John Hancock,Person,https://vi.wikipedia.org/wiki/John_Hancock,Đại học Harvard ( Bachelors ),"(; 1737-01-23; ); 23 tháng 1, 1737; Braintree; (hiện nay; Quincy; ), Massachusetts",,,"8 tháng 10, 1793; (1793-10-08); (56 tuổi); Hancock Manor; ,; Boston; ,; Massachusetts",,,,
554,John Carney,Person,https://vi.wikipedia.org/wiki/John_Carney,Đại học Dartmouth; (BA); Đại học Delaware; (MPA),"tháng 5, 1956 (69 tuổi); Wilmington, Delaware; ,; Hoa Kỳ",,"Sam Carnay, Jimmy Carney",,"Cử nhân Nghệ thuật , Thạc sĩ Quản lý công",Hoa Kỳ,Chính trị gia,
555,John Keegan,Person,https://vi.wikipedia.org/wiki/John_Keegan,"Đại học Balliol, Oxford","John Desmond Patrick Keegan; (; 1934-05-15; ); 15 tháng 5 năm 1934; Clapham; , Luân Đôn, Anh",,,"2 tháng 8 năm 2012; (2012-08-02); (78 tuổi); Kilmington, Wiltshire; , Anh",,,,
556,John Key,Person,https://vi.wikipedia.org/wiki/John_Key,Đại học Canterbury,"John Phillip Key; 9 tháng 8, 1961; (64 tuổi); Auckland; ,; New Zealand",,Stephie; Max,,,,,
557,John Lipsky,Person,https://vi.wikipedia.org/wiki/John_Lipsky,Đại học Wesleyan; Đại học Stanford,"19 tháng 2, 1947; (78 tuổi); Thành phố New York",,,,,,,
559,John McEwen,Person,https://vi.wikipedia.org/wiki/John_McEwen,"Học viện Quân sự Hoàng gia, Duntroon","John McEwen; 29 tháng 3; năm; 1900; Chiltern, Victoria; ,; Đế quốc Anh",,,"20 tháng 11; năm; 1980; (80 tuổi); Toorak, Victoria; ,; Úc",Trường Trung học Wangaratta; Trường Trung học Dandenong,,Thư ký; Nông dân,
560,John Roberts,Person,https://vi.wikipedia.org/wiki/John_Roberts,Đại học Harvard,"John Glover Roberts Jr.; 27 tháng 1, 1955; (70 tuổi); Buffalo; ,; New York; ,; Hoa Kỳ",,2,,,,,
562,John Quincy Adams,Person,https://vi.wikipedia.org/wiki/John_Quincy_Adams,Đại học Harvard,"11 tháng 7; năm; 1767; Braintree; ,; Vịnh Massachusetts; ,; Châu Mỹ thuộc Anh; (nay là; Quincy, Massachusetts; , Hoa Kỳ)",,"4, bao gồm George , John , Charles","23 tháng 2; năm; 1848; (80 tuổi); Washington, D.C.; ,; Hoa Kỳ",,,,
563,John O. Brennan,Person,https://vi.wikipedia.org/wiki/John_O._Brennan,"Đại học Fordham; Đại học Texas, Austin","John Owen Brennan; 22 tháng 9, 1955; (70 tuổi); [; 1; ]; North Bergen; ,; New Jersey; ,; Hoa Kỳ",,,,,,,
567,John Turner,Person,https://vi.wikipedia.org/wiki/John_Turner,University of British Columbia; University of Oxford; Đại học Paris,"(; 1929-06-07; ); 7 tháng 6, 1929; Richmond; ,; Surrey; ,; Anh",,4 (3 con trai và một con gái),"19 tháng 9, 2020; (2020-09-19); (91 tuổi); Toronto; ,; Ontario; ,; Canada",,,Lawyer,
568,John Tyler,Person,https://vi.wikipedia.org/wiki/John_Tyler,Đại học William và Mary,"29 tháng 3; năm; 1790; Charles City; ,; Virginia; ,; Hoa Kỳ",,"15, bao gồm Robert , David Gardiner , John Alexander , và Lyon Gardiner","18 tháng 1; năm; 1862; (71 tuổi); Richmond; ,; Virginia; ,; Liên minh miền Nam Hoa Kỳ",,,Luật sư,
569,John Wilkins,Person,https://vi.wikipedia.org/wiki/John_Wilkins,"New Inn Hall; ,; Oxford; Magdalen Hall, Oxford; [; 1; ]","(; 1614-02-14; ); 14 tháng 2 năm 1614; Fawsley, Northamptonshire; [; 1; ]",,,"19 tháng 11 năm 1672; (1672-11-19); (58 tuổi); Chancery Lane; ,; Luân Đôn; [; 1; ]",,Anh,,
570,Joko Widodo,Person,https://vi.wikipedia.org/wiki/Joko_Widodo,Đại học Gadjah Mada,"21 tháng 6, 1961; (64 tuổi); Surakarta; ,; Trung Java; ,; Indonesia",,3,,,Indonesia,,
