id,name,label,wiki_url,alma_mater,birth_date,birth_place,children,death_date,education,nationality,occupation,spouse
648,Kyriakos Mitsotakis,Person,https://vi.wikipedia.org/wiki/Kyriakos_Mitsotakis,"Đại học Harvard; (BA, MBA); Đại học Stanford University (MA)","4 tháng 3, 1968; (57 tuổi); Athens; ,; Hy Lạp",,3,,,,,
649,Laimdota Straujuma,Person,https://vi.wikipedia.org/wiki/Laimdota_Straujuma,Đại học Latvia; Học viện Khoa học Latvia,"24 tháng 2, 1951; (74 tuổi); Mežvidi; ,; Liên Xô; (nay là; Latvia; )",,,,,,,
650,Larry Hogan,Person,https://vi.wikipedia.org/wiki/Larry_Hogan,Đại học Bang Florida (BS),"tháng 5, 1956 (69 tuổi); Washington, D.C.; ,; Hoa Kỳ",,4,,Cử nhân Khoa học chính trị,Hoa Kỳ,Chính trị gia,
651,Lam Phật An,Person,https://vi.wikipedia.org/wiki/Lam_Ph%E1%BA%ADt_An,Đại học Kinh tế và Luật Trung Nam; Đại học Công nghệ Hoa Nam; Trường Đảng Trung ương,"tháng 6, 1962 (63 tuổi); Huệ Đông; ,; Huệ Châu; ,; Quảng Đông; ,; Trung Quốc",,,,Cử nhân Tài chính; Thạc sĩ Quản lý Công,Trung Quốc,Chính trị gia,
652,Laurent Fabius,Person,https://vi.wikipedia.org/wiki/Laurent_Fabius,École Normale Supérieure; Sciences Po; Trường Hành chính quốc gia (Pháp),"20 tháng 8; năm; 1946; (70 tuổi); Paris; ,; Pháp",,,,,,,
653,Lawrence Summers,Person,https://vi.wikipedia.org/wiki/Lawrence_Summers,Massachusetts Institute of Technology; Harvard University,"Lawrence Henry Summers; 30 tháng 11, 1954; (70 tuổi); New Haven; ,; Connecticut; ,; Hoa Kỳ",,,,,,,
654,Kurt Waldheim,Person,https://vi.wikipedia.org/wiki/Kurt_Waldheim,Học viện Ngoại giao Viên,"Kurt Josef Waldheim; 21 tháng 12; năm; 1918; Sankt Andrä-Wördern; , gần; Viên; ,; Cộng hoà Áo thuộc Đức",,Lieselotte; Gerhard; Christa,"14 tháng 6; năm; 2007; (88 tuổi); Viên; ,; Áo",,,Luật sư; Nhà ngoại giao,
656,Lech Kaczyński,Person,https://vi.wikipedia.org/wiki/Lech_Kaczy%C5%84ski,Đại học Warszawa Đại học Gdańsk,"Lech Aleksander Kaczyński; 18 tháng 6; năm; 1949; Warsaw; ,; Ba Lan",,1,"10 tháng 4; năm; 2010; (60 tuổi); Smolensk; ,; Nga; [; 1; ]",,,Luật sư Nhà kinh tế học,
657,Lee Sang-min (chính khách),Person,https://vi.wikipedia.org/wiki/Lee_Sang-min_%28ch%C3%ADnh_kh%C3%A1ch%29,Đại học Quốc gia Seoul; (; LLB; ); Đại học Cao Ly; (; MBA; ),"10 tháng 11, 1965; (59 tuổi); Iksan; ,; Jeolla Bắc; ,; Hàn Quốc",,,,,,,
658,Lee Hae-chan,Person,https://vi.wikipedia.org/wiki/Lee_Hae-chan,Đại học Quốc gia Seoul,"10 tháng 7, 1952; (73 tuổi); Jangpyeong; ,; Chungcheong Nam; ,; Đệ Nhất Đại Hàn Dân Quốc",,,,,,,
659,Leon Panetta,Person,https://vi.wikipedia.org/wiki/Leon_Panetta,Đại học Santa Clara,"Leon Edward Panetta; 28 tháng 6, 1938; (87 tuổi); Monterey, California; , Hoa Kỳ",,,,,,,
662,Leonid Danylovych Kuchma,Person,https://vi.wikipedia.org/wiki/Leonid_Danylovych_Kuchma,Đại học Quốc gia Dnipropetrovsk,"9 tháng 8, 1938; (87 tuổi); Chaikyne,; Novhorod-Siverskyi Raion; ,; CHXHCNXV Ukrainia; ,; Liên Xô",,Olena Pinchuk,,,,,
664,Liaquat Ali Khan,Person,https://vi.wikipedia.org/wiki/Liaquat_Ali_Khan,"Đại học Hồi giáo Aligarh; Đại học Exeter, Oxford; Inns of Court School of Law","1 tháng 10; năm; 1895; Karnal; ,; Punjab; ,; Ấn Độ thuộc Anh; (nay là Haryana, Ấn Độ)",,,"16 tháng 10; năm; 1951; (56 tuổi); Rawalpindi; ,; Punjab; ,; Pakistan",,,,
666,Lucy Webb Hayes,Person,https://vi.wikipedia.org/wiki/Lucy_Webb_Hayes,Cao đẳng Nữ sinh Wesley bang Ohio ( BA ),"Lucy Ware Webb; (; 1831-08-28; ); 28 tháng 8 năm 1831; Chillicothe, Ohio; ,; Hoa Kỳ",,"8, bao gồm Webb Hayes và Rutherford P. Hayes","25 tháng 6 năm 1889; (1889-06-25); (57 tuổi); Fremont, Ohio; , Hoa Kỳ",,,,
667,Leonid Makarovych Kravchuk,Person,https://vi.wikipedia.org/wiki/Leonid_Makarovych_Kravchuk,Đại học Quốc gia Kiev; (1958); Học viện Khoa học Xã hội; của; CPSU; (1970),"10 tháng 1; năm; 1934; Żytyń Wielki, Rowno powiat,; Wołyń Voivodeship; ,; Ba Lan",,Oleksandr,"10 tháng 5, 2022; (2022-05-10); (88 tuổi); München; ,; Đức",,,Chính trị gia,
671,Ludwig Erhard,Person,https://vi.wikipedia.org/wiki/Ludwig_Erhard,"Đại học Nuremberg , Đại học Frankfurt am Main","(; 1897-02-04; ); 4 tháng 2, 1897; Fürth; ,; Đức",,,"5 tháng 5, 1977; (1977-05-05); (80 tuổi); Bonn; ,; Đức",,Đức,,
672,Luigi Einaudi,Person,https://vi.wikipedia.org/wiki/Luigi_Einaudi,Đại học Turin,"24 tháng 3; năm; 1874; Carrù; ,; Vương quốc Ý",,Giulio,"30 tháng 10; năm; 1961; (87 tuổi); Rome; ,; Ý",,,,
673,Laura Kelly,Person,https://vi.wikipedia.org/wiki/Laura_Kelly,Đại học Bradley; (BS); Đại học Indiana; (MS),"tháng 1, 1950 (75 tuổi); New York; ,; Hoa Kỳ",,2,,Thạc sĩ Khoa học Tâm lý học,Hoa Kỳ,Chính trị gia,
674,Lee Myung-bak,Person,https://vi.wikipedia.org/wiki/Lee_Myung-bak,Đại học Hàn Quốc ( B.B.A. ),"19 tháng 12; năm; 1941; (83 tuổi); Osaka; ,; Đế quốc Nhật Bản",,"Joo-yeon(con gái,1971); Seung-yeon(con gái,1973); Soo-yeon(con gái,1975); Si-hyung(con trai,1978)",,,,,
676,Luigi Luzzatti,Person,https://vi.wikipedia.org/wiki/Luigi_Luzzatti,Đại học Padua,"11 tháng 3; năm; 1841; Venice; ,; Lombardia-Veneto; ,; Đế quốc Áo",,,"29 tháng 3; năm; 1927; (86 tuổi); Rome; ,; Vương quốc Ý",,,,
677,Lyudmila Aleksandrovna Putina,Person,https://vi.wikipedia.org/wiki/Lyudmila_Aleksandrovna_Putina,Đại học Tổng hợp Sankt-Peterburg,"Lyudmila Aleksandrovna Shkrebneva; 6 tháng 1, 1958; (67 tuổi); Kaliningrad; ,; Nga; ,; Liên Xô",,2,,,,,
678,Luis Arce,Person,https://vi.wikipedia.org/wiki/Luis_Arce,Đại học San Andrés; Đại học Warwick,"28 tháng 9, 1963; (62 tuổi); La Paz; ,; Bolivia",,Luis Rafael Camila,,,,,
679,Lutz Graf Schwerin von Krosigk,Person,https://vi.wikipedia.org/wiki/Lutz_Graf_Schwerin_von_Krosigk,"University of Halle; University of Lausanne; Oriel College, Oxford","Johann Ludwig von Krosigk; 22 August 1887; Rathmannsdorf; ,; Duchy of Anhalt; ,; German Empire",,9,"4 tháng 3 năm 1977; (1977-03-04); (89 tuổi); Essen; ,; North Rhine-Westphalia; ,; Tây Đức",,,Officer; Jurist; Politician,
680,Luis Echeverría,Person,https://vi.wikipedia.org/wiki/Luis_Echeverr%C3%ADa,National Autonomous University of Mexico,"Luis Echeverría Álvarez; (; 1922-01-17; ); 17 tháng 1 năm 1922; Thành phố Mexico; ,; México",,8,"8 tháng 7 năm 2022; (2022-07-08); (100 tuổi); Cuernavaca; ,; Morelos; ,; México",,Người Mexico,,
681,Lê Văn Kim,Person,https://vi.wikipedia.org/wiki/L%C3%AA_V%C4%83n_Kim,"-Trường Trung học tại Montpellier, Pháp; -Trường Đại học tại Paris, Pháp; -Trường Sĩ quan Pháo binh Poitiers, Pháp; -Trường Tham mưu Paris, Pháp","1918; Huỳnh Kim,; Bình Định; ,; Liên bang Đông Dương",,2 người con trai:; Lê Văn Phúc; Lê Văn Minh,"28 tháng 3; năm; 1987; (; 69; tuổi); Paris; ,; Pháp",Tú tài toàn phần Pháp,Pháp; Việt Nam Cộng hòa,Quân nhân,
683,Lâu Cần Kiệm,Person,https://vi.wikipedia.org/wiki/L%C3%A2u_C%E1%BA%A7n_Ki%E1%BB%87m,Đại học Khoa học và Kỹ thuật Hoa Trung,"tháng 12, 1956 (68 tuổi); Đồng Tử; ,; Tuân Nghĩa; ,; Quý Châu",,,,"Thạc sĩ Kỹ thuật , Kỹ sư cao cấp, Tiến sĩ Kỹ thuật",,,
684,Lý Cán Kiệt,Person,https://vi.wikipedia.org/wiki/L%C3%BD_C%C3%A1n_Ki%E1%BB%87t,Đại học Thanh Hoa,"tháng 4, 1964 (61 tuổi); Vọng Thành; ,; Trường Sa; ,; Hồ Nam; ,; Trung Quốc",,,,Thạc sĩ Kỹ thuật; Cao cấp công trình sư,Trung Quốc,Chính trị gia,
685,Liz Truss,Person,https://vi.wikipedia.org/wiki/Liz_Truss,"Trường Roundhay; Trường Merton, Oxford","26 tháng 7, 1975; (50 tuổi); Oxford; ,; Oxfordshire; ,; Anh",,Frances và Liberty,,Cử nhân Nghệ thuật PPE,Anh Quốc,Chuyên gia kinh tế; Chính trị gia,
686,Lý Cường,Person,https://vi.wikipedia.org/wiki/L%C3%BD_C%C6%B0%E1%BB%9Dng,Đại học Chiết Giang; Đại học Bách khoa Hồng Kông; Trường Đảng Trung ương Đảng Cộng sản Trung Quốc,"23 tháng 7, 1959; (66 tuổi); Thụy An, Ôn Châu; ,; Chiết Giang; ,; Trung Quốc",,Lý Dĩnh,,Cử nhân Cơ giới hóa nông nghiệp; Thạc sĩ Quản trị kinh doanh; Nghiên cứu sinh Kinh tế thế giới,Trung Quốc,Chính trị gia,
687,Lý Hiểu Hồng,Person,https://vi.wikipedia.org/wiki/L%C3%BD_Hi%E1%BB%83u_H%E1%BB%93ng,Đại học Trùng Khánh,"13 tháng 6, 1959; (66 tuổi); Hợp Xuyên; ,; Tứ Xuyên; ,; Trung Quốc",,,,"Giáo sư, Tiến sĩ Kỹ thuật",Trung Quốc,Nhà khoa học; Chính trị gia,
688,Lyndon B. Johnson,Person,https://vi.wikipedia.org/wiki/Lyndon_B._Johnson,Đại học Quốc gia Texas,"Lyndon Baines Johnson; (; 1908-08-27; ); 27 tháng 8, 1908; Stonewall; ,; Texas; ,; Hoa Kỳ",,Lynda Bird và Luci Baines,"22 tháng 1, 1973; (1973-01-22); (64 tuổi); Stonewall, Texas; ,; Hoa Kỳ",,,,
689,Lý Quốc Anh,Person,https://vi.wikipedia.org/wiki/L%C3%BD_Qu%E1%BB%91c_Anh,Đại học Thủy điện và Thủy lợi Hoa Bắc; Đại học Sư phạm Đông Bắc; Trường Đảng Trung ương,"tháng 12, 1963 (61 tuổi); Vũ Châu; ,; Hứa Xương; ,; Hà Nam; ,; Trung Quốc",,,,"Kỹ sư Thủy lực học , Tiến sĩ Khoa học môi trường",Trung Quốc,Nhà khoa học; Chính trị gia,
690,Lý Nguyên Triều,Person,https://vi.wikipedia.org/wiki/L%C3%BD_Nguy%C3%AAn_Tri%E1%BB%81u,Đại học Sư phạm Hoa Đông Đại học Phục Đán Đại học Bắc Kinh Trường Đảng Trung ương Đảng Cộng sản Trung Quốc,"20 tháng 11, 1950; (74 tuổi); Liên Thủy; ,; Hoài An; ,; Giang Tô",,,,,,,
691,Lý Thư Lỗi,Person,https://vi.wikipedia.org/wiki/L%C3%BD_Th%C6%B0_L%E1%BB%97i,Đại học Bắc Kinh; Trường Đảng Trung ương Đảng Cộng sản Trung Quốc,"21 tháng 1, 1964; (61 tuổi); Nguyên Dương; ,; Tân Hương; ,; Hà Nam; ,; Trung Quốc",,,,Tiến sĩ Văn học Trung Quốc hiện đại; Giáo sư Văn học,Trung Quốc,Nhà giáo dục; Chính trị gia,
692,Lý Hi,Person,https://vi.wikipedia.org/wiki/L%C3%BD_Hi,Đại học Sư phạm Tây Bắc; Đại học Thanh Hoa,"16 tháng 10, 1956; (69 tuổi); Lưỡng Đương; ,; Cam Túc; ,; Trung Quốc",,,,Cử nhân Văn học; Thạc sĩ Quản trị học,Trung Quốc,Chính trị gia,
693,Lý Đăng Huy,Person,https://vi.wikipedia.org/wiki/L%C3%BD_%C4%90%C4%83ng_Huy,Đại học quốc lập Đài Loan; Iowa State University; Đại học Cornell; (Ph.D.),"15 tháng 1 năm 1923; Tam Chi; ,; Đài Bắc; ,; Đài Loan; (; tỉnh Taihoku; ,; Nhật Bản; vào lúc đó)",,,"30 tháng 7 năm 2020; (2020-07-30); (97 tuổi); Đài Bắc, Đài Loan",,Trung Hoa Dân Quốc,,
694,Lưu Kết Nhất,Person,https://vi.wikipedia.org/wiki/L%C6%B0u_K%E1%BA%BFt_Nh%E1%BA%A5t,Đại học ngoại ngữ Bắc Kinh,"tháng 12, 1957 (67 tuổi); thành phố Bắc Kinh; ,; Trung Quốc",,con trai,,nghiên cứu sinh,,Đại biểu nước Cộng hoà Nhân dân Trung Hoa tại Liên Hợp Quốc,
695,Lý Hiển Long,Person,https://vi.wikipedia.org/wiki/L%C3%BD_Hi%E1%BB%83n_Long,"Trường Trinity, Cambridge; Đại học Harvard; Đại học Tham mưu trưởng và Bộ Chỉ huy Lục quân Hoa Kỳ",10 tháng 2; năm; 1952; (73 tuổi); Singapore,,Lý Tu Tề (con gái) Lý Nghị Bằng (con trai) Lý Hồng Nghị (con trai) Lý Hạo Nghị (con trai),,"Trường Trinity, Cambridge",,,
696,Lạc Thụ Cương,Person,https://vi.wikipedia.org/wiki/L%E1%BA%A1c_Th%E1%BB%A5_C%C6%B0%C6%A1ng,Đại học Nhân dân Trung Quốc; Trường Đảng Trung ương,"tháng 5, 1955 (70 tuổi); Nam Cung; , tỉnh; Hà Bắc",,,,,,,
697,Lý Hồng Trung,Person,https://vi.wikipedia.org/wiki/L%C3%BD_H%E1%BB%93ng_Trung,Đại học Cát Lâm,"tháng 8, 1956 (69 tuổi); Thẩm Dương; ,; Trung Quốc",,,,,,,
698,Lưu Kỳ (sinh năm 1957),Person,https://vi.wikipedia.org/wiki/L%C6%B0u_K%E1%BB%B3_%28sinh_n%C4%83m_1957%29,Đại học Chiết Giang; Đại học Giao thông Tây An,"tháng 9, 1957 (68 tuổi); Nghi Thủy, Lâm Nghi; , tỉnh; Sơn Đông",,,,,,,
699,Lý Gia Siêu,Person,https://vi.wikipedia.org/wiki/L%C3%BD_Gia_Si%C3%AAu,Cao đẳng Hoa Nhân Cửu Long; Đại học Charles Sturt,"7 tháng 12, 1957; (67 tuổi); Hồng Kông thuộc Anh",,Lý Văn Long; Lý Văn Tuấn,,Thạc sĩ Chính sách công và Hành chính,Trung Quốc; (1997–nay); Anh Quốc; (1957–2012),Cảnh sát; Chính trị gia,
700,Lý Thừa Vãn,Person,https://vi.wikipedia.org/wiki/L%C3%BD_Th%E1%BB%ABa_V%C3%A3n,Đại học George Washington; (; B.A.; ); Đại học Harvard; (; M.A.; ); Đại học Princeton; (; Ph.D.; ),"Rhee Syngman; 26 tháng 3; năm; 1875; Pyongsan; ,; Hwanghae; ,; Vương quốc Triều Tiên; (nay là; Bắc Hwanghae; ,; Triều Tiên; )",,"Rhee Bong-su hoặc 이봉수(1898–1908); Rhee In-soo (Yi In-su) hoặc 이인수 (sinh năm 1931, nhận nuôi)","19 tháng 7; năm; 1965; (90 tuổi); Honolulu; ,; Hawaii; ,; Hoa Kỳ",,,,
701,Lưu Kim Quốc,Person,https://vi.wikipedia.org/wiki/L%C6%B0u_Kim_Qu%E1%BB%91c,Trường Đảng Trung ương Đảng Cộng sản Trung Quốc,"tháng 4, 1955 (70 tuổi); huyện; Xương Lê; , thành phố; Tần Hoàng Đảo; , tỉnh; Hà Bắc",,,,,,,
702,Lý Khắc Cường,Person,https://vi.wikipedia.org/wiki/L%C3%BD_Kh%E1%BA%AFc_C%C6%B0%E1%BB%9Dng,Đại học Bắc Kinh,"(; 1955-07-01; ); 1 tháng 7 năm 1955; Hợp Phì; ,; An Huy; ,; Trung Quốc",,,"27 tháng 10 năm 2023; (2023-10-27); (68 tuổi); Thượng Hải; ,; Trung Quốc",Cử nhân; luật học; Tiến sĩ; kinh tế học,,,
703,Lục Trị Nguyên,Person,https://vi.wikipedia.org/wiki/L%E1%BB%A5c_Tr%E1%BB%8B_Nguy%C3%AAn,Học viện Tài Kinh Thiểm Tây; Đại học Giao thông Tây An,"tháng 8, 1964 (61 tuổi); Tuy Đức, Du Lâm; ,; Thiểm Tây; ,; Trung Quốc",,,,Kế toán viên; Tiến sĩ Kinh tế học,Trung Quốc,Chính trị gia,
704,Maehara Seiji,Person,https://vi.wikipedia.org/wiki/Maehara_Seiji,Đại học Kyoto,"30 tháng 4, 1962; (63 tuổi); Kyōto; ,; Nhật Bản",,,,,,,
705,Machimura Nobutaka,Person,https://vi.wikipedia.org/wiki/Machimura_Nobutaka,Đại học Tokyo; Đại học Wesleyan,"(; 1944-10-17; ); 17 tháng 10 năm 1944; Numazu; ,; Đế quốc Nhật Bản",,,"1 tháng 6 năm 2015; (2015-06-01); (70 tuổi); Tokyo; ,; Nhật Bản",,,,
706,Mahbub ul Haq,Person,https://vi.wikipedia.org/wiki/Mahbub_ul_Haq,"University of Punjab; (B.S.); King's College, Cambridge; (B.A.); Yale University; (Ph.D.)","(; 1934-02-24; ); 24 tháng 2 năm 1934; Tỉnh Punjab; ,; Ấn Độ thuộc Anh",,2,"16 tháng 7 năm 1998; (1998-07-16); (64 tuổi); New York City; ,; New York; , Hoa Kỳ",,Pakistan,,
707,Mahmoud Abbas,Person,https://vi.wikipedia.org/wiki/Mahmoud_Abbas,Đại học Damascus; Patrice Lumumba Peoples' Friendship University,"26 tháng 3, 1935; (90 tuổi); Safed; ,; Mandate Palestine",,,,,,,
709,Lưu Quốc Trung,Person,https://vi.wikipedia.org/wiki/L%C6%B0u_Qu%E1%BB%91c_Trung,Học viện Kỹ thuật Hoa Đông; Đại học Công nghiệp Cáp Nhĩ Tân,"tháng 7, 1962 (63 tuổi); Vọng Khuê; ,; Tuy Hóa; ,; Hắc Long Giang; ,; Trung Quốc",,,,Thạc sĩ Kỹ thuật; Trợ lý Công trình sư,Trung Quốc,Chính trị gia,
710,Mahathir Mohamad,Person,https://vi.wikipedia.org/wiki/Mahathir_Mohamad,Đại học Quốc gia Singapore,"Mahathir bin Mohamad; 10 tháng 7, 1925; (100 tuổi); Alor Setar; ,; Kedah; ,; Các Quốc gia Liên bang Mã Lai; (nay là Malaysia)",,"7 (bao gồm Marina , Mokhzani và Mukhriz )",,,,Nhà Vật lý,
711,Mamnoon Hussain,Person,https://vi.wikipedia.org/wiki/Mamnoon_Hussain,Viện Quản trị Kinh doanh,"Mamnoon Hussain; (; 1940-12-23; ); 23 tháng 12, 1940; Agra; ,; United Provinces; ,; Ấn Độ thuộc Anh; (nay là; Uttar Pradesh; ,; Ấn Độ; )",,,"14 tháng 7, 2021; (2021-07-14); (80 tuổi); Karachi; ,; Sindh; ,; Pakistan",,Pakistan,,
712,Lộc Tâm Xã,Person,https://vi.wikipedia.org/wiki/L%E1%BB%99c_T%C3%A2m_X%C3%A3,Đại học Vũ Hán,"tháng 11, 1956 (68 tuổi); huyện; Cự Dã; , tỉnh; Sơn Đông",,,,,,,
714,Malcolm Fraser,Person,https://vi.wikipedia.org/wiki/Malcolm_Fraser,"Đại học Magdalen, Oxford","John Malcolm Fraser; 21 tháng 5; năm; 1930; Toorak, Victoria; ,; Úc",,4,"20 tháng 3; năm; 2015; (84 tuổi); Melbourne; ,; Victoria; ,; Úc",Trường Tudor House Glamorgan Trường Ngữ pháp Melbourne,,Pastoral farmer,
715,Lật Chiến Thư,Person,https://vi.wikipedia.org/wiki/L%E1%BA%ADt_Chi%E1%BA%BFn_Th%C6%B0,Đại học Sư phạm Hà Bắc; Đại học Công nghiệp Cáp Nhĩ Tân,"30 tháng 8, 1950; (75 tuổi); huyện; Bình Sơn; , tỉnh; Hà Bắc",,,,Thạc sĩ quản trị kinh doanh cao cấp,,,
717,Malcolm Turnbull,Person,https://vi.wikipedia.org/wiki/Malcolm_Turnbull,"Đại học Sydney; Trường Cao đẳng Brasenose, Oxford","Malcolm Bligh Turnbull; 24 tháng 10, 1954; (71 tuổi); Sydney; ,; New South Wales; ,; Úc",,2,,Trường Nội trú Vaucluse; Trường Dân lập St Ives; Trường Ngữ pháp Sydney,,Giám đốc; Chủ ngân hàng đầu tư,
718,Manuel Roxas,Person,https://vi.wikipedia.org/wiki/Manuel_Roxas,Đại học Manila; Trường luật Đại học Philippines,"Manuel Roxas y Acuña; 1 tháng 1; năm; 1892; Capiz; (nay là Thành phố Roxas); ,; Tỉnh Capiz; ,; Tổng uý Philippines",,Gerardo Roxas; Ruby Roxas,"15 tháng 4; năm; 1948; (56 tuổi); Clark Air Base; ,; Philippines",,,"Luật sư , Binh sĩ",
719,Mahmud Ahmadinezhad,Person,https://vi.wikipedia.org/wiki/Mahmud_Ahmadinezhad,Đại học Khoa học và Công nghệ Iran,"28 tháng 10, 1956; (69 tuổi); Aradan; ,; Iran",,Mehdi; Alireza; Fatemeh,,,,,
720,Manmohan Singh,Person,https://vi.wikipedia.org/wiki/Manmohan_Singh,"Đại học Panjab, Chandigarh; Trường St John, Cambridge; Đại học Nuffield, Oxford","(; 1932-09-26; ); 26 tháng 9 năm 1932; Gah; ,; Punjab; ,; Ấn Độ thuộc Anh; (; nay là; Punjab; ,; Pakistan; )",,"Upinder , Daman , Amrit","26 tháng 12 năm 2024; (2024-12-26); (92 tuổi); New Delhi; ,; Delhi; , Ấn Độ",,,,
721,Manuel L. Quezon,Person,https://vi.wikipedia.org/wiki/Manuel_L._Quezon,Đại học San Juan de Letran; Đại học Santo Tomas,"Manuel Luis Molina Quezon Sr.; 19 tháng 8; năm; 1878; Baler; ,; El Principe; ,; Tổng uý Philippines; (nay là Baler,; Aurora; , Philippines)",,"Ma. Aurora Quezon; Maria Zeneida Quezon-Avanceña; Manuel L. Quezon, Jr.; Luisa Corazon Paz Quezon","1 tháng 8; năm; 1944; (65 tuổi); Saranac Lake; ,; New York; ,; Hoa Kỳ",,,,
722,Lương Cường,Person,https://vi.wikipedia.org/wiki/L%C6%B0%C6%A1ng_C%C6%B0%E1%BB%9Dng,Trường ĐH Sĩ quan Chính trị; Học viện Chính trị Quốc gia Hồ Chí Minh,"Lương Văn Cường; 15 tháng 8, 1957; (68 tuổi); Dữu Lâu; ,; Việt Trì; ,; Phú Thọ; ,; Việt Nam Dân chủ Cộng hòa",,2,,Cử nhân Xây dựng Đảng và chính quyền Nhà nước; Cao cấp lý luận chính trị,Việt Nam,Sĩ quan,
723,Marcelo Rebelo de Sousa,Person,https://vi.wikipedia.org/wiki/Marcelo_Rebelo_de_Sousa,Đại học Lisbon,"Marcelo Nuno Duarte Rebelo de Sousa; 12 tháng 12; năm; 1948; (76 tuổi); Lisbon; ,; Bồ Đào Nha",,2,,,,,
725,Mari Kiviniemi,Person,https://vi.wikipedia.org/wiki/Mari_Kiviniemi,Đại học Helsinki,"27 tháng 9; năm; 1968; (57 tuổi); Seinäjoki; ,; Phần Lan",,2,,,,,
726,Manuel Valls,Person,https://vi.wikipedia.org/wiki/Manuel_Valls,Đại học Pantheon-Sorbonne,"Manuel Carlos Valls; 13 tháng 8, 1962; (63 tuổi); Barcelona; ,; Tây Ban Nha",,,,,,,
728,Marike de Klerk,Person,https://vi.wikipedia.org/wiki/Marike_de_Klerk,Đại học Potchefstroom,"(; 1937-03-29; ); 29 tháng 3 năm 1937; Pretoria; ,; Transvaal; ,; Liên hiệp Nam Phi",,3,"3 tháng 12 năm 2001; (2001-12-03); (64 tuổi); Cape Town; ,; Tây Cape; ,; Cộng hòa Nam Phi",,,,
730,Mariano Rajoy,Person,https://vi.wikipedia.org/wiki/Mariano_Rajoy,Đại học Santiago de Compostela,"Mariano Rajoy Brey; 27 tháng 3; năm; 1955; (61 tuổi); Santiago de Compostela; ,; Tây Ban Nha",,Mariano; Juan,,,,,
732,Marine Le Pen,Person,https://vi.wikipedia.org/wiki/Marine_Le_Pen,Trường Đại học Paris II,"5 tháng 8, 1968; (57 tuổi); Neuilly-sur-Seine; (; 92; )",,,,Đại học ( Luật pháp ),,,
733,Mario Monti,Person,https://vi.wikipedia.org/wiki/Mario_Monti,Đại học Bocconi; Đại học Yale,"19 tháng 3; năm; 1943; (82 tuổi); Varese; ,; Lombardy; ,; Vương quốc Ý",,2,,,,,
735,Margaret Thatcher,Person,https://vi.wikipedia.org/wiki/Margaret_Thatcher,"Somerville College; ,; Đại học Oxford; City Law School","Margaret Hilda Roberts; (; 1925-10-13; ); 13 tháng 10, 1925; Grantham; ,; Lincolnshire; ,; Anh",,Sinh đôi; :; Carol Thatcher; (15 tháng 8 năm 1953 -); con gái; Mark Thatcher; (15 tháng 8 năm 1953 -); con trai,"8 tháng 4, 2013; (2013-04-08); (87 tuổi); The Ritz Hotel; ,; Luân Đôn; , Anh",,Anh Quốc,Nhà hóa học; Luật sư,
736,Mark Gordon (chính trị gia),Person,https://vi.wikipedia.org/wiki/Mark_Gordon_%28ch%C3%ADnh_tr%E1%BB%8B_gia%29,Đại học Middlebury (BA),"tháng 3, 1957 (68 tuổi); thành phố New York; ,; New York; ,; Hoa Kỳ",,4,,Cử nhân Nghệ thuật,Hoa Kỳ,Chính trị gia,
737,Martin O'Malley,Person,https://vi.wikipedia.org/wiki/Martin_O%27Malley,"Catholic University of America; Đại học Maryland, Baltimore","18 tháng 1, 1963; (62 tuổi); Washington, D.C.; , Hoa Kỳ",,2 con gái và 2 con trai,,,,,
739,Mario Draghi,Person,https://vi.wikipedia.org/wiki/Mario_Draghi,Đại học Sapienza Roma; Massachusetts Institute of Technology,"3 tháng 9, 1947; (78 tuổi); Roma; ,; Ý",,,,,,,
740,Mary McAleese,Person,https://vi.wikipedia.org/wiki/Mary_McAleese,"Đại học Queen Belfast Trinity College, Dublin","Mary Patricia Leneghan; 27 tháng 6, 1951; (74 tuổi); Belfast; , Bắc Ireland",,3,,,Ai Len,,
741,Mark Rutte,Person,https://vi.wikipedia.org/wiki/Mark_Rutte,Đại học Leiden ( Thạc sĩ lịch sử),"14 tháng 2, 1967; (58 tuổi); Den Haag; ,; Hà Lan",,,,,,Nhà chính trị; Công chức; Giáo viên; [; 1; ],
742,Martti Ahtisaari,Person,https://vi.wikipedia.org/wiki/Martti_Ahtisaari,Đại học Oulu,"(; 1937-06-23; ); 23 tháng 6 năm 1937; Viipuri; ,; Phần Lan; (nay là Vyborg,; Nga; )",,Marko,"16 tháng 10 năm 2023; (2023-10-16); (86 tuổi); Helsinki; , Phần Lan",,,,
744,Matti Vanhanen,Person,https://vi.wikipedia.org/wiki/Matti_Vanhanen,Đại học Helsinki,"4 tháng 11; năm; 1955; (69 tuổi); Jyväskylä; ,; Phần Lan",,,,,,,
745,Mateusz Morawiecki,Person,https://vi.wikipedia.org/wiki/Mateusz_Morawiecki,Đại học Wrocław; (; Cử nhân nghệ thuât; ); Đại học Khoa học và Công nghệ Wrocław; Đại học Kinh tế Wroclaw; (; Thạc sĩ Quản trị Kinh doanh; ); Đại học Hamburg; Đại học Basel; (; Thạc sĩ Nghiên cứu Nâng cao; ),"Mateusz Jakub Morawiecki; 20 tháng 6, 1968; (57 tuổi); Wrocław; ,; Ba Lan",,4,,,,,
